term,category,shape,n_words,family,operator,variant,outcome,exact,output,mozhi_edits
single sign-on,security,phrase,3,synthetic,vowel_swap,sungle sign on,missed,no,please check the sungle sign on now,
single sign-on,security,phrase,3,synthetic,consonant_swap,single zign on,missed,no,please check the single zign on now,
single sign-on,security,phrase,3,synthetic,double_consonant,single siggn on,missed,no,please check the single siggn on now,
single sign-on,security,phrase,3,synthetic,drop_last,singl sign on,missed,no,please check the singl sign on now,
single sign-on,security,phrase,3,synthetic,add_suffix,single signt on,garbled,no,please check the single sign-on on now,single signt -> single sign-on
single sign-on,security,phrase,3,synthetic,respell,syngle sign on,missed,no,please check the syngle sign on now,
single sign-on,security,phrase,3,synthetic,merge_words,single signon,recovered,yes,please check the single sign-on now,single signon -> single sign-on
single sign-on,security,phrase,3,synthetic,swap_words,sign single on,missed,no,please check the sign single on now,
single sign-on,security,phrase,3,synthetic,vowel_swap,singla sign on,missed,no,please check the singla sign on now,
single sign-on,security,phrase,3,synthetic,consonant_swap,zingle sign on,missed,no,please check the zingle sign on now,
multifactor authentication,security,phrase,2,canonical,canonical,multifactor authentication,recovered,yes,please check the multifactor authentication now,
multifactor authentication,security,phrase,2,synthetic,vowel_swap,multifuctor authentication,missed,no,please check the multifuctor authentication now,
multifactor authentication,security,phrase,2,synthetic,consonant_swap,multifactor authendication,recovered,yes,please check the multifactor authentication now,multifactor authendication -> multifactor authentication
multifactor authentication,security,phrase,2,synthetic,double_consonant,multifactor authenticattion,recovered,yes,please check the multifactor authentication now,multifactor authenticattion -> multifactor authentication
multifactor authentication,security,phrase,2,synthetic,drop_last,multifacto authentication,missed,no,please check the multifacto authentication now,
multifactor authentication,security,phrase,2,synthetic,respell,multifactor authentycation,recovered,yes,please check the multifactor authentication now,multifactor authentycation -> multifactor authentication
multifactor authentication,security,phrase,2,synthetic,split_word,multifactor authenti cation,recovered,yes,please check the multifactor authentication now,authenti cation -> authentication
multifactor authentication,security,phrase,2,synthetic,merge_words,multifactorauthentication,missed,no,please check the multifactorauthentication now,
multifactor authentication,security,phrase,2,synthetic,swap_words,authentication multifactor,missed,no,please check the authentication multifactor now,
multifactor authentication,security,phrase,2,synthetic,vowel_swap,multifactir authentication,missed,no,please check the multifactir authentication now,
multifactor authentication,security,phrase,2,synthetic,consonant_swap,multivactor authentication,missed,no,please check the multivactor authentication now,
one-time password,security,phrase,3,canonical,canonical,one-time password,recovered,yes,please check the one-time password now,
one-time password,security,phrase,3,synthetic,vowel_swap,one time pissword,missed,no,please check the one time pissword now,
one-time password,security,phrase,3,synthetic,consonant_swap,one time passwold,missed,no,please check the one time passwold now,
one-time password,security,phrase,3,synthetic,double_consonant,one time passworrd,missed,no,please check the one time passworrd now,
one-time password,security,phrase,3,synthetic,drop_last,one time passwor,missed,no,please check the one time passwor now,
one-time password,security,phrase,3,synthetic,respell,one tyme password,missed,no,please check the one tyme password now,
one-time password,security,phrase,3,synthetic,split_word,one time passw ord,missed,no,please check the one time passw ord now,
one-time password,security,phrase,3,synthetic,merge_words,onetime password,recovered,yes,please check the one-time password now,onetime password -> one-time password
one-time password,security,phrase,3,synthetic,swap_words,time one password,garbled,no,please check the time one-time password now,one password -> one-time password
one-time password,security,phrase,3,synthetic,vowel_swap,one timu password,missed,no,please check the one timu password now,
one-time password,security,phrase,3,synthetic,consonant_swap,one tine password,missed,no,please check the one tine password now,
time-based one-time password,security,phrase,5,canonical,canonical,time-based one-time password,recovered,yes,please check the time-based one-time password now,
time-based one-time password,security,phrase,5,synthetic,vowel_swap,time basad one time password,missed,no,please check the time basad one time password now,
time-based one-time password,security,phrase,5,synthetic,consonant_swap,time based one time paszword,missed,no,please check the time based one time paszword now,
time-based one-time password,security,phrase,5,synthetic,double_consonant,time based one time pasword,missed,no,please check the time based one time pasword now,
time-based one-time password,security,phrase,5,synthetic,drop_last,time base one time password,missed,no,please check the time base one time password now,
time-based one-time password,security,phrase,5,synthetic,respell,tyme based one time password,missed,no,please check the tyme based one time password now,
time-based one-time password,security,phrase,5,synthetic,split_word,time based one time passw ord,missed,no,please check the time based one time passw ord now,
time-based one-time password,security,phrase,5,synthetic,merge_words,time based one timepassword,recovered,no,please check the time based one-time password now,one timepassword -> one-time password
time-based one-time password,security,phrase,5,synthetic,swap_words,time based one password time,garbled,no,please check the time based one-time password time now,one password -> one-time password
time-based one-time password,security,phrase,5,synthetic,vowel_swap,time besed one time password,missed,no,please check the time besed one time password now,
time-based one-time password,security,phrase,5,synthetic,consonant_swap,time based one time passwort,missed,no,please check the time based one time passwort now,
FIDO2,security,acronym_digits,1,canonical,canonical,FIDO2,recovered,yes,please check the FIDO2 now,
FIDO2,security,acronym_digits,1,synthetic,spoken_digits,fido two,garbled,no,please check the FIDO2 two now,fido -> FIDO2
FIDO2,security,acronym_digits,1,synthetic,spoken_digits_spelled,ef eye dee oh two,missed,no,please check the ef eye dee oh two now,
WebAuthn,security,single_word,1,canonical,canonical,WebAuthn,recovered,yes,please check the WebAuthn now,
WebAuthn,security,single_word,1,synthetic,vowel_swap,webuuthn,recovered,yes,please check the WebAuthn now,webuuthn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,consonant_swap,webaudhn,recovered,yes,please check the WebAuthn now,webaudhn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,double_consonant,webbauthn,recovered,yes,please check the WebAuthn now,webbauthn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,drop_last,webauth,garbled,no,please check the WebAuthn,webauth now -> WebAuthn
WebAuthn,security,single_word,1,synthetic,split_word,web authn,recovered,yes,please check the WebAuthn now,web authn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,vowel_swap,wobauthn,recovered,yes,please check the WebAuthn now,wobauthn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,consonant_swap,wepauthn,recovered,yes,please check the WebAuthn now,wepauthn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,double_consonant,webautthn,recovered,yes,please check the WebAuthn now,webautthn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,split_word,webau thn,recovered,yes,please check the WebAuthn now,webau thn -> WebAuthn
WebAuthn,security,single_word,1,synthetic,vowel_swap,webouthn,recovered,yes,please check the WebAuthn now,webouthn -> WebAuthn
passkey,security,single_word,1,canonical,canonical,passkey,recovered,yes,please check the passkey now,
passkey,security,single_word,1,synthetic,vowel_swap,passkay,recovered,yes,please check the passkey now,passkay -> passkey
passkey,security,single_word,1,synthetic,consonant_swap,basskey,missed,no,please check the basskey now,
passkey,security,single_word,1,synthetic,double_consonant,paskey,recovered,yes,please check the passkey now,paskey -> passkey
passkey,security,single_word,1,synthetic,drop_last,passke,recovered,yes,please check the passkey now,passke -> passkey
passkey,security,single_word,1,synthetic,respell,passkei,recovered,yes,please check the passkey now,passkei -> passkey
passkey,security,single_word,1,synthetic,split_word,pas skey,recovered,yes,please check the passkey now,pas skey -> passkey
passkey,security,single_word,1,synthetic,vowel_swap,passkuy,recovered,yes,please check the passkey now,passkuy -> passkey
passkey,security,single_word,1,synthetic,consonant_swap,paszkey,recovered,yes,please check the passkey now,paszkey -> passkey
passkey,security,single_word,1,synthetic,double_consonant,passkkey,recovered,yes,please check the passkey now,passkkey -> passkey
passkey,security,single_word,1,synthetic,split_word,pass key,recovered,yes,please check the passkey now,pass key -> passkey
zero trust,security,phrase,2,canonical,canonical,zero trust,recovered,yes,please check the zero trust now,
zero trust,security,phrase,2,synthetic,vowel_swap,zoro trust,recovered,yes,please check the zero trust now,zoro trust -> zero trust
zero trust,security,phrase,2,synthetic,consonant_swap,zero trusd,recovered,yes,please check the zero trust now,zero trusd -> zero trust
zero trust,security,phrase,2,synthetic,double_consonant,zero trusst,recovered,yes,please check the zero trust now,zero trusst -> zero trust
zero trust,security,phrase,2,synthetic,drop_last,zero trus,recovered,yes,please check the zero trust now,zero trus -> zero trust
zero trust,security,phrase,2,synthetic,merge_words,zerotrust,missed,no,please check the zerotrust now,
zero trust,security,phrase,2,synthetic,swap_words,trust zero,missed,no,please check the trust zero now,
zero trust,security,phrase,2,synthetic,vowel_swap,zere trust,recovered,yes,please check the zero trust now,zere trust -> zero trust
zero trust,security,phrase,2,synthetic,consonant_swap,zero drust,recovered,yes,please check the zero trust now,zero drust -> zero trust
zero trust,security,phrase,2,synthetic,double_consonant,zero trrust,recovered,yes,please check the zero trust now,zero trrust -> zero trust
zero trust,security,phrase,2,synthetic,vowel_swap,zuro trust,recovered,yes,please check the zero trust now,zuro trust -> zero trust
zero trust network access,security,phrase,4,canonical,canonical,zero trust network access,recovered,yes,please check the zero trust network access now,
zero trust network access,security,phrase,4,synthetic,vowel_swap,zero trast network access,recovered,yes,please check the zero trust network access now,zero trast network access -> zero trust network access
zero trust network access,security,phrase,4,synthetic,consonant_swap,zero trust network akcess,missed,no,please check the zero trust network akcess now,
zero trust network access,security,phrase,4,synthetic,double_consonant,zero trust network acces,missed,no,please check the zero trust network acces now,
zero trust network access,security,phrase,4,synthetic,drop_last,zero trus network access,recovered,yes,please check the zero trust network access now,zero trus network access -> zero trust network access
zero trust network access,security,phrase,4,synthetic,respell,zero trust network acsess,missed,no,please check the zero trust network acsess now,
zero trust network access,security,phrase,4,synthetic,split_word,zero trust netw ork access,missed,no,please check the zero trust netw ork access now,
zero trust network access,security,phrase,4,synthetic,merge_words,zero trust networkaccess,missed,no,please check the zero trust networkaccess now,
zero trust network access,security,phrase,4,synthetic,swap_words,zero network trust access,recovered,yes,please check the zero trust network access now,zero network trust access -> zero trust network access
zero trust network access,security,phrase,4,synthetic,vowel_swap,zero trest network access,recovered,yes,please check the zero trust network access now,zero trest network access -> zero trust network access
zero trust network access,security,phrase,4,synthetic,consonant_swap,zero trust nedwork access,missed,no,please check the zero trust nedwork access now,
network access control,security,phrase,3,canonical,canonical,network access control,recovered,yes,please check the network access control now,
network access control,security,phrase,3,synthetic,vowel_swap,network uccess control,missed,no,please check the network uccess control now,
network access control,security,phrase,3,synthetic,consonant_swap,network access contlol,recovered,yes,please check the network access control now,network access contlol -> network access control
network access control,security,phrase,3,synthetic,double_consonant,network acces control,recovered,yes,please check the network access control now,network acces control -> network access control
network access control,security,phrase,3,synthetic,drop_last,networ access control,recovered,yes,please check the network access control now,networ access control -> network access control
network access control,security,phrase,3,synthetic,respell,network acsess control,recovered,yes,please check the network access control now,network acsess control -> network access control
network access control,security,phrase,3,synthetic,split_word,network access con trol,garbled,no,please check the network access control trol now,network access con -> network access control
network access control,security,phrase,3,synthetic,merge_words,network accesscontrol,recovered,yes,please check the network access control now,network accesscontrol -> network access control
network access control,security,phrase,3,synthetic,swap_words,access network control,recovered,yes,please check the network access control now,access network control -> network access control
network access control,security,phrase,3,synthetic,vowel_swap,nutwork access control,recovered,yes,please check the network access control now,nutwork access control -> network access control
network access control,security,phrase,3,synthetic,consonant_swap,network ackess control,recovered,yes,please check the network access control now,network ackess control -> network access control
NAC,security,acronym,1,canonical,canonical,NAC,recovered,yes,please check the NAC now,
NAC,security,acronym,1,spelled,spelled,en ay see,recovered,yes,please check the NAC now,en ay see -> NAC
NAC,security,acronym,1,spelled,spelled_alt,enn eh sea,recovered,yes,please check the NAC now,enn eh sea -> NAC
NAC,security,acronym,1,synthetic,vowel_swap,noc,missed,no,please check the noc now,
NAC,security,acronym,1,synthetic,consonant_swap,mac,missed,no,please check the mac now,
NAC,security,acronym,1,synthetic,add_suffix,nact,recovered,yes,please check the NAC now,nact -> NAC
NAC,security,acronym,1,synthetic,vowel_swap,nuc,missed,no,please check the nuc now,
NAC,security,acronym,1,synthetic,consonant_swap,nak,missed,no,please check the nak now,
NAC,security,acronym,1,synthetic,add_suffix,nacd,recovered,yes,please check the NAC now,nacd -> NAC
NAC,security,acronym,1,synthetic,vowel_swap,nec,missed,no,please check the nec now,
endpoint detection and response,security,phrase,4,canonical,canonical,endpoint detection and response,recovered,yes,please check the endpoint detection and response now,
endpoint detection and response,security,phrase,4,synthetic,vowel_swap,endpoint detection and respanse,missed,no,please check the endpoint detection and respanse now,
endpoint detection and response,security,phrase,4,synthetic,consonant_swap,endpoint dedection and response,missed,no,please check the endpoint dedection and response now,
endpoint detection and response,security,phrase,4,synthetic,double_consonant,endpoint detection and responsse,missed,no,please check the endpoint detection and responsse now,
endpoint detection and response,security,phrase,4,synthetic,drop_last,endpoint detection and respons,missed,no,please check the endpoint detection and respons now,
endpoint detection and response,security,phrase,4,synthetic,respell,endpoint detection and responce,missed,no,please check the endpoint detection and responce now,
endpoint detection and response,security,phrase,4,synthetic,split_word,endpo int detection and response,recovered,yes,please check the endpoint detection and response now,endpo int -> endpoint
endpoint detection and response,security,phrase,4,synthetic,merge_words,endpoint detection andresponse,missed,no,please check the endpoint detection andresponse now,
endpoint detection and response,security,phrase,4,synthetic,swap_words,endpoint detection response and,missed,no,please check the endpoint detection response and now,
endpoint detection and response,security,phrase,4,synthetic,drop_filler,endpoint detection response,missed,no,please check the endpoint detection response now,
endpoint detection and response,security,phrase,4,synthetic,vowel_swap,endpoint detection and responso,missed,no,please check the endpoint detection and responso now,
extended detection and response,security,phrase,4,canonical,canonical,extended detection and response,recovered,yes,please check the extended detection and response now,
extended detection and response,security,phrase,4,synthetic,vowel_swap,extended detection and responso,recovered,yes,please check the extended detection and response now,extended detection and responso -> extended detection and response
extended detection and response,security,phrase,4,synthetic,consonant_swap,exdended detection and response,recovered,yes,please check the extended detection and response now,exdended detection and response -> extended detection and response
extended detection and response,security,phrase,4,synthetic,double_consonant,extended detecction and response,recovered,yes,please check the extended detection and response now,extended detecction and response -> extended detection and response
extended detection and response,security,phrase,4,synthetic,drop_last,extended detection and respons,recovered,yes,please check the extended detection and response now,extended detection and respons -> extended detection and response
extended detection and response,security,phrase,4,synthetic,respell,extended detectyon and response,recovered,yes,please check the extended detection and response now,extended detectyon and response -> extended detection and response
extended detection and response,security,phrase,4,synthetic,split_word,extended detection and respo nse,garbled,no,please check the extended detection and response nse now,extended detection and respo -> extended detection and response
extended detection and response,security,phrase,4,synthetic,merge_words,extended detectionand response,recovered,yes,please check the extended detection and response now,extended detectionand response -> extended detection and response
extended detection and response,security,phrase,4,synthetic,swap_words,extended detection response and,recovered,yes,please check the extended detection and response now,extended detection response and -> extended detection and response
extended detection and response,security,phrase,4,synthetic,drop_filler,extended detection response,recovered,yes,please check the extended detection and response now,extended detection response -> extended detection and response
extended detection and response,security,phrase,4,synthetic,vowel_swap,extended detection and respanse,recovered,yes,please check the extended detection and response now,extended detection and respanse -> extended detection and response
security information and event management,security,phrase,5,canonical,canonical,security information and event management,recovered,yes,please check the security information and event management now,
security information and event management,security,phrase,5,synthetic,vowel_swap,security information and avent management,recovered,yes,please check the security information and event management now,security information and avent management -> security information and event management
security information and event management,security,phrase,5,synthetic,consonant_swap,security information and event managememt,recovered,yes,please check the security information and event management now,security information and event managememt -> security information and event management
security information and event management,security,phrase,5,synthetic,double_consonant,security informattion and event management,recovered,yes,please check the security information and event management now,security informattion and event management -> security information and event management
security information and event management,security,phrase,5,synthetic,drop_last,securit information and event management,recovered,yes,please check the security information and event management now,securit information and event management -> security information and event management
security information and event management,security,phrase,5,synthetic,respell,cecurity information and event management,recovered,yes,please check the security information and event management now,cecurity information and event management -> security information and event management
security information and event management,security,phrase,5,synthetic,split_word,secur ity information and event management,garbled,no,please check the security information and event management management now,secur ity information and event -> security information and event management
security information and event management,security,phrase,5,synthetic,merge_words,security informationand event management,recovered,yes,please check the security information and event management now,security informationand event management -> security information and event management
security information and event management,security,phrase,5,synthetic,swap_words,security information event and management,recovered,yes,please check the security information and event management now,security information event and management -> security information and event management
security information and event management,security,phrase,5,synthetic,drop_filler,security information event management,recovered,yes,please check the security information and event management now,security information event management -> security information and event management
security information and event management,security,phrase,5,synthetic,vowel_swap,sacurity information and event management,recovered,yes,please check the security information and event management now,sacurity information and event management -> security information and event management
security orchestration automation and response,security,phrase,5,canonical,canonical,security orchestration automation and response,recovered,yes,please check the security orchestration automation and response now,
security orchestration automation and response,security,phrase,5,synthetic,vowel_swap,securety orchestration automation and response,missed,no,please check the securety orchestration automation and response now,
security orchestration automation and response,security,phrase,5,synthetic,consonant_swap,security orchestration automation and resbonse,missed,no,please check the security orchestration automation and resbonse now,
security orchestration automation and response,security,phrase,5,synthetic,double_consonant,security orchestration automattion and response,missed,no,please check the security orchestration automattion and response now,
security orchestration automation and response,security,phrase,5,synthetic,drop_last,security orchestration automatio and response,missed,no,please check the security orchestration automatio and response now,
security orchestration automation and response,security,phrase,5,synthetic,respell,securiti orchestration automation and response,missed,no,please check the securiti orchestration automation and response now,
security orchestration automation and response,security,phrase,5,synthetic,split_word,security orchestration automa tion and response,missed,no,please check the security orchestration automa tion and response now,
security orchestration automation and response,security,phrase,5,synthetic,merge_words,security orchestration automationand response,missed,no,please check the security orchestration automationand response now,
security orchestration automation and response,security,phrase,5,synthetic,swap_words,security orchestration and automation response,missed,no,please check the security orchestration and automation response now,
security orchestration automation and response,security,phrase,5,synthetic,drop_filler,security orchestration automation response,missed,no,please check the security orchestration automation response now,
security orchestration automation and response,security,phrase,5,synthetic,vowel_swap,secirity orchestration automation and response,missed,no,please check the secirity orchestration automation and response now,
user and entity behavior analytics,security,phrase,5,canonical,canonical,user and entity behavior analytics,recovered,yes,please check the user and entity behavior analytics now,
user and entity behavior analytics,security,phrase,5,synthetic,vowel_swap,user and entity behevior analytics,recovered,yes,please check the user and entity behavior analytics now,user and entity behevior analytics -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,consonant_swap,user and entity behavior analytiks,recovered,yes,please check the user and entity behavior analytics now,user and entity behavior analytiks -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,double_consonant,user and entity behavior analyttics,recovered,yes,please check the user and entity behavior analytics now,user and entity behavior analyttics -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,drop_last,user and entity behavior analytic,recovered,yes,please check the user and entity behavior analytics now,user and entity behavior analytic -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,add_suffix,userd and entity behavior analytics,recovered,yes,please check the user and entity behavior analytics now,userd and entity behavior analytics -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,respell,user and entity behavior analitics,recovered,yes,please check the user and entity behavior analytics now,user and entity behavior analitics -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,split_word,user and entity behavior ana lytics,garbled,no,please check the user and entity behavior analytics lytics now,user and entity behavior ana -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,merge_words,user and entity behavioranalytics,missed,no,please check the user and entity behavioranalytics now,
user and entity behavior analytics,security,phrase,5,synthetic,swap_words,and user entity behavior analytics,recovered,yes,please check the user and entity behavior analytics now,and user entity behavior analytics -> user and entity behavior analytics
user and entity behavior analytics,security,phrase,5,synthetic,drop_filler,user entity behavior analytics,recovered,yes,please check the user and entity behavior analytics now,user entity behavior analytics -> user and entity behavior analytics
UEBA,security,acronym,1,canonical,canonical,UEBA,recovered,yes,please check the UEBA now,
UEBA,security,acronym,1,spelled,spelled,you ee bee ay,missed,no,please check the you ee bee ay now,
UEBA,security,acronym,1,spelled,spelled_alt,u e be a,recovered,yes,please check the UEBA now,u e be a -> UEBA
UEBA,security,acronym,1,synthetic,vowel_swap,uebi,recovered,yes,please check the UEBA now,uebi -> UEBA
UEBA,security,acronym,1,synthetic,consonant_swap,uepa,missed,no,please check the uepa now,
UEBA,security,acronym,1,synthetic,double_consonant,uebba,recovered,yes,please check the UEBA now,uebba -> UEBA
UEBA,security,acronym,1,synthetic,vowel_swap,uoba,recovered,yes,please check the UEBA now,uoba -> UEBA
UEBA,security,acronym,1,synthetic,vowel_swap,uiba,recovered,yes,please check the UEBA now,uiba -> UEBA
UEBA,security,acronym,1,synthetic,vowel_swap,uaba,recovered,yes,please check the UEBA now,uaba -> UEBA
UEBA,security,acronym,1,synthetic,vowel_swap,uebe,recovered,yes,please check the UEBA now,uebe -> UEBA
UEBA,security,acronym,1,synthetic,vowel_swap,uuba,missed,no,please check the uuba now,
UEBA,security,acronym,1,synthetic,vowel_swap,ieba,missed,no,please check the ieba now,
UEBA,security,acronym,1,synthetic,vowel_swap,uebu,recovered,yes,please check the UEBA now,uebu -> UEBA
security operations center,security,phrase,3,canonical,canonical,security operations center,recovered,yes,please check the security operations center now,
security operations center,security,phrase,3,synthetic,vowel_swap,security operitions center,recovered,yes,please check the security operations center now,security operitions center -> security operations center
security operations center,security,phrase,3,synthetic,consonant_swap,zecurity operations center,recovered,yes,please check the security operations center now,zecurity operations center -> security operations center
security operations center,security,phrase,3,synthetic,double_consonant,securrity operations center,recovered,yes,please check the security operations center now,securrity operations -> security operations
security operations center,security,phrase,3,synthetic,drop_last,securit operations center,recovered,yes,please check the security operations center now,securit operations center -> security operations center
security operations center,security,phrase,3,synthetic,respell,cecurity operations center,recovered,yes,please check the security operations center now,cecurity operations center -> security operations center
security operations center,security,phrase,3,synthetic,split_word,security opera tions center,wrong,no,please check the security operations tions center now,security opera -> security operations
security operations center,security,phrase,3,synthetic,merge_words,security operationscenter,wrong,no,please check the security operations now,security operationscenter -> security operations
security operations center,security,phrase,3,synthetic,swap_words,security center operations,recovered,yes,please check the security operations center now,security center operations -> security operations center
security operations center,security,phrase,3,synthetic,vowel_swap,sucurity operations center,recovered,yes,please check the security operations center now,sucurity operations -> security operations
security operations center,security,phrase,3,synthetic,consonant_swap,security opelations center,recovered,yes,please check the security operations center now,security opelations -> security operations
SOC,security,acronym,1,canonical,canonical,SOC,recovered,yes,please check the SOC now,
SOC,security,acronym,1,spelled,spelled,ess oh see,recovered,yes,please check the SOC now,ess oh see -> SOC
SOC,security,acronym,1,spelled,spelled_alt,es owe sea,recovered,yes,please check the SOC now,es owe sea -> SOC
SOC,security,acronym,1,synthetic,vowel_swap,sac,missed,no,please check the sac now,
SOC,security,acronym,1,synthetic,consonant_swap,zoc,missed,no,please check the zoc now,
SOC,security,acronym,1,synthetic,add_suffix,socd,recovered,yes,please check the SOC now,socd -> SOC
SOC,security,acronym,1,synthetic,vowel_swap,suc,missed,no,please check the suc now,
SOC,security,acronym,1,synthetic,consonant_swap,sok,missed,no,please check the sok now,
SOC,security,acronym,1,synthetic,add_suffix,soct,recovered,yes,please check the SOC now,soct -> SOC
SOC,security,acronym,1,synthetic,vowel_swap,sec,missed,no,please check the sec now,
SOC,security,acronym,1,synthetic,vowel_swap,sic,missed,no,please check the sic now,
managed detection and response,security,phrase,4,canonical,canonical,managed detection and response,recovered,yes,please check the managed detection and response now,
managed detection and response,security,phrase,4,synthetic,vowel_swap,managod detection and response,recovered,yes,please check the managed detection and response now,managod detection and response -> managed detection and response
managed detection and response,security,phrase,4,synthetic,consonant_swap,managed detection and responze,recovered,yes,please check the managed detection and response now,managed detection and responze -> managed detection and response
managed detection and response,security,phrase,4,synthetic,double_consonant,managed detecttion and response,recovered,yes,please check the managed detection and response now,managed detecttion and response -> managed detection and response
managed detection and response,security,phrase,4,synthetic,drop_last,manage detection and response,recovered,yes,please check the managed detection and response now,manage detection and response -> managed detection and response
managed detection and response,security,phrase,4,synthetic,respell,managed detection and responce,recovered,yes,please check the managed detection and response now,managed detection and responce -> managed detection and response
managed detection and response,security,phrase,4,synthetic,split_word,managed det ection and response,recovered,yes,please check the managed detection and response now,managed det ection and response -> managed detection and response
managed detection and response,security,phrase,4,synthetic,merge_words,managed detection andresponse,recovered,yes,please check the managed detection and response now,managed detection andresponse -> managed detection and response
managed detection and response,security,phrase,4,synthetic,swap_words,managed detection response and,recovered,yes,please check the managed detection and response now,managed detection response and -> managed detection and response
managed detection and response,security,phrase,4,synthetic,drop_filler,managed detection response,missed,no,please check the managed detection response now,
managed detection and response,security,phrase,4,synthetic,vowel_swap,managed detecteon and response,recovered,yes,please check the managed detection and response now,managed detecteon and response -> managed detection and response
MDR,security,acronym,1,canonical,canonical,MDR,recovered,yes,please check the MDR now,
MDR,security,acronym,1,spelled,spelled,em dee are,recovered,yes,please check the MDR now,em dee are -> MDR
MDR,security,acronym,1,spelled,spelled_alt,emm di ar,recovered,yes,please check the MDR now,emm di ar -> MDR
security operations,security,phrase,2,canonical,canonical,security operations,recovered,yes,please check the security operations now,
security operations,security,phrase,2,synthetic,vowel_swap,security opurations,recovered,yes,please check the security operations now,security opurations -> security operations
security operations,security,phrase,2,synthetic,consonant_swap,security operationz,recovered,yes,please check the security operations now,security operationz -> security operations
security operations,security,phrase,2,synthetic,double_consonant,security operrations,recovered,yes,please check the security operations now,security operrations -> security operations
security operations,security,phrase,2,synthetic,drop_last,securit operations,recovered,yes,please check the security operations now,securit operations -> security operations
security operations,security,phrase,2,synthetic,respell,securyty operations,recovered,yes,please check the security operations now,securyty operations -> security operations
security operations,security,phrase,2,synthetic,split_word,security operat ions,garbled,no,please check the security operations ions now,security operat -> security operations
security operations,security,phrase,2,synthetic,merge_words,securityoperations,missed,no,please check the securityoperations now,
security operations,security,phrase,2,synthetic,swap_words,operations security,missed,no,please check the operations security now,
security operations,security,phrase,2,synthetic,vowel_swap,securuty operations,recovered,yes,please check the security operations now,securuty operations -> security operations
security operations,security,phrase,2,synthetic,consonant_swap,security operadions,recovered,yes,please check the security operations now,security operadions -> security operations
threat intelligence,security,phrase,2,canonical,canonical,threat intelligence,recovered,yes,please check the threat intelligence now,
threat intelligence,security,phrase,2,synthetic,vowel_swap,threat intulligence,recovered,yes,please check the threat intelligence now,threat intulligence -> threat intelligence
threat intelligence,security,phrase,2,synthetic,consonant_swap,threat imtelligence,recovered,yes,please check the threat intelligence now,threat imtelligence -> threat intelligence
threat intelligence,security,phrase,2,synthetic,double_consonant,threat inntelligence,recovered,yes,please check the threat intelligence now,threat inntelligence -> threat intelligence
threat intelligence,security,phrase,2,synthetic,drop_last,threat intelligenc,recovered,yes,please check the threat intelligence now,threat intelligenc -> threat intelligence
threat intelligence,security,phrase,2,synthetic,respell,threet intelligence,recovered,yes,please check the threat intelligence now,threet intelligence -> threat intelligence
threat intelligence,security,phrase,2,synthetic,split_word,threat intell igence,garbled,no,please check the threat intelligence igence now,threat intell -> threat intelligence
threat intelligence,security,phrase,2,synthetic,merge_words,threatintelligence,recovered,yes,please check the threat intelligence now,threatintelligence -> threat intelligence
threat intelligence,security,phrase,2,synthetic,swap_words,intelligence threat,recovered,yes,please check the threat intelligence now,intelligence threat -> threat intelligence
threat intelligence,security,phrase,2,synthetic,vowel_swap,thriat intelligence,recovered,yes,please check the threat intelligence now,thriat intelligence -> threat intelligence
threat intelligence,security,phrase,2,synthetic,consonant_swap,threat intelligenke,recovered,yes,please check the threat intelligence now,threat intelligenke -> threat intelligence
indicator of compromise,security,phrase,3,canonical,canonical,indicator of compromise,recovered,yes,please check the indicator of compromise now,
indicator of compromise,security,phrase,3,synthetic,vowel_swap,indicater of compromise,recovered,yes,please check the indicator of compromise now,indicater of compromise -> indicator of compromise
indicator of compromise,security,phrase,3,synthetic,consonant_swap,indicator of compromize,recovered,yes,please check the indicator of compromise now,indicator of compromize -> indicator of compromise
indicator of compromise,security,phrase,3,synthetic,double_consonant,indicator of comprromise,recovered,yes,please check the indicator of compromise now,indicator of comprromise -> indicator of compromise
indicator of compromise,security,phrase,3,synthetic,drop_last,indicato of compromise,recovered,yes,please check the indicator of compromise now,indicato of compromise -> indicator of compromise
indicator of compromise,security,phrase,3,synthetic,respell,indycator of compromise,recovered,yes,please check the indicator of compromise now,indycator of compromise -> indicator of compromise
indicator of compromise,security,phrase,3,synthetic,split_word,indi cator of compromise,missed,no,please check the indi cator of compromise now,
indicator of compromise,security,phrase,3,synthetic,merge_words,indicatorof compromise,recovered,yes,please check the indicator of compromise now,indicatorof compromise -> indicator of compromise
